Nome_Cliente,Salario_Mensal,Score_Credito,Idade,Cidade,Estado,Metodo_Pagamento,Descricao_Pagamento,Nome_Loja,Categoria_Loja,Data_Compra,Hora_Compra,Final_de_Semana,Valor_Compra,Parcelas,Status_Pagamento
Nina Melo,8975.66,729,38,Joinville,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Sousa,Supermercado,2025-08-26,00:12,Não,2713.37,9,Pago
Léo Ribeiro,22274.38,800,21,Joinville,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Pimenta Ltda.,Livraria,2025-05-01,06:18,Não,2529.59,2,Atrasado
Thiago da Mota,13307.55,446,24,Feira de Santana,BA,Presencial,Venda física via maquininha no balcão da loja.,Farias da Cruz S.A.,Farmácia,2026-03-04,11:44,Não,1024.89,8,Pendente
Bruna da Luz,9642.61,366,46,Olinda,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Sá,Livraria,2025-06-09,18:49,Não,1794.6,5,Atrasado
Igor Farias,8599.22,693,69,Rio de Janeiro,RJ,Presencial,Venda física via maquininha no balcão da loja.,da Luz,Farmácia,2025-09-07,17:52,Sim,1843.98,9,Pago
Hellena Viana,13483.43,667,55,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Gonçalves S/A,Supermercado,2025-05-29,12:10,Não,391.14,7,Pendente
Isabela Brito,14734.71,888,76,Londrina,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Fonseca,Farmácia,2026-01-17,15:31,Sim,1354.53,12,Pendente
Luísa Azevedo,18256.61,652,40,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Caldeira Santos - EI,Restaurante,2026-01-28,03:57,Não,2937.11,1,Atrasado
Lorenzo da Luz,11425.91,656,59,Petrópolis,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Leão,Eletrodomésticos,2025-09-01,23:36,Não,58.97,1,Pendente
Bella Vargas,18509.07,628,44,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Brito Viana S.A.,Farmácia,2026-02-15,07:29,Sim,2932.69,2,Pago
Lunna Alves,12199.35,973,31,Maringá,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Mendonça,Livraria,2025-12-12,19:05,Não,35.39,1,Pago
Eloah Teixeira,13179.75,453,21,Olinda,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Rocha Rodrigues - ME,Eletrodomésticos,2026-03-23,21:05,Não,301.92,11,Pendente
Benjamin Ribeiro,21254.58,715,48,São Paulo,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Costa,Restaurante,2026-01-28,14:50,Não,865.66,6,Atrasado
Isadora Correia,4506.4,942,68,Rio de Janeiro,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Martins,Eletrodomésticos,2026-03-12,03:12,Não,3193.48,8,Pago
Arthur Gonçalves,12308.36,963,42,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Sales Câmara S/A,Restaurante,2025-12-31,11:01,Não,481.58,12,Pendente
Fernanda Barbosa,22353.61,777,71,Gramado,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Moura e Filhos,Livraria,2025-09-16,17:49,Não,225.34,2,Pendente
Antonella Porto,24981.36,917,22,Londrina,PR,Presencial,Venda física via maquininha no balcão da loja.,da Luz,Farmácia,2025-12-13,12:20,Sim,2709.49,2,Pago
Francisco Farias,20535.75,542,73,Caruaru,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Azevedo Ltda.,Restaurante,2026-03-16,01:15,Não,2344.41,4,Atrasado
Bento Peixoto,2002.12,381,49,Porto Alegre,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,da Mota Ltda.,Loja de Roupas,2025-12-01,05:15,Não,306.68,2,Pendente
Luigi Pinto,1559.07,737,24,São Paulo,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Sá,Supermercado,2025-08-30,18:35,Sim,2363.98,8,Pago
Noah Camargo,7106.89,655,79,Ouro Preto,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Ramos,Farmácia,2026-01-27,20:06,Não,2315.23,2,Pendente
João Felipe Casa Grande,11160.09,382,25,Petrópolis,RJ,Presencial,Venda física via maquininha no balcão da loja.,Vieira,Eletrodomésticos,2025-09-27,15:23,Sim,1819.72,5,Atrasado
Isabella Aparecida,9919.68,914,47,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Abreu S/A,Supermercado,2025-04-10,00:55,Não,3163.73,6,Pendente
Erick da Costa,4032.74,392,41,Blumenau,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Mota,Loja de Roupas,2025-10-03,07:50,Não,2478.47,2,Pago
Henry Gabriel Castro,8460.35,994,59,São Paulo,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Borges Freitas - EI,Farmácia,2025-09-02,01:30,Não,1137.65,1,Atrasado
Liz Silva,18891.81,514,64,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Pimenta,Restaurante,2025-07-25,14:39,Não,2271.53,7,Pago
Luara Pastor,14061.7,918,66,Porto Seguro,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Silveira Fogaça S.A.,Livraria,2026-02-11,16:34,Não,1381.28,3,Pago
João Gabriel Martins,13259.84,775,80,Uberlândia,MG,Presencial,Venda física via maquininha no balcão da loja.,da Costa,Livraria,2026-01-05,10:21,Não,2799.42,7,Atrasado
Igor Rios,18539.31,632,22,Florianópolis,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Vieira da Mota S.A.,Farmácia,2025-12-15,15:50,Não,2573.68,1,Atrasado
Allana Teixeira,21032.69,383,80,Porto Seguro,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Silva,Eletrodomésticos,2025-09-18,02:15,Não,2199.4,9,Pago
Marina Pimenta,14560.32,405,32,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Câmara Rodrigues - EI,Eletrodomésticos,2026-01-18,09:49,Sim,704.97,8,Pago
Benjamin Barbosa,13514.05,506,65,Búzios,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Gomes,Livraria,2026-04-01,20:38,Não,2086.12,10,Pendente
Alexandre da Mata,20224.04,641,59,Curitiba,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Siqueira,Supermercado,2025-05-04,15:02,Sim,21.72,1,Pendente
Brenda Marques,18917.99,373,44,Olinda,PE,Presencial,Venda física via maquininha no balcão da loja.,Pereira S/A,Loja de Roupas,2025-09-06,16:31,Sim,716.63,7,Pago
Camila Marques,18492.4,810,62,Campinas,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Camargo Sá S/A,Eletrodomésticos,2025-05-17,06:50,Sim,2018.62,5,Pago
João Lucas Almeida,19067.29,979,22,Petrópolis,RJ,Presencial,Venda física via maquininha no balcão da loja.,da Rosa S/A,Livraria,2025-07-18,17:12,Não,3071.52,5,Pendente
Pedro Henrique Silveira,15159.98,306,43,Belo Horizonte,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Viana,Farmácia,2025-04-29,08:48,Não,1302.62,9,Atrasado
Maria Cecília da Cunha,13660.34,983,69,Florianópolis,SC,Presencial,Venda física via maquininha no balcão da loja.,da Rocha,Eletrodomésticos,2025-07-03,14:46,Não,359.71,4,Atrasado
Aurora da Rocha,1966.41,366,31,Curitiba,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Cardoso,Livraria,2025-07-09,12:34,Não,290.2,5,Pendente
Maitê da Cruz,3161.71,668,50,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Mendes,Livraria,2025-05-13,12:18,Não,297.44,9,Atrasado
Maria Liz Novaes,6640.31,302,56,Blumenau,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,da Costa S.A.,Loja de Roupas,2025-12-16,15:14,Não,3276.95,9,Pendente
Stella da Cunha,18662.79,807,40,Londrina,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,da Cruz,Eletrodomésticos,2026-03-27,23:15,Não,1205.15,10,Pago
Mariane Moreira,4954.42,855,62,Londrina,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Caldeira,Eletrodomésticos,2025-11-05,06:32,Não,2392.31,9,Atrasado
Mirella Porto,14103.73,492,55,Porto Seguro,BA,Presencial,Venda física via maquininha no balcão da loja.,Nunes Teixeira e Filhos,Supermercado,2026-02-19,17:39,Não,2796.73,1,Pendente
Maria Guerra,12585.49,340,68,Santos,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Vargas,Eletrodomésticos,2025-05-31,15:30,Sim,3175.94,8,Pendente
Maria Flor Moreira,7093.67,444,76,Joinville,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Cassiano - EI,Loja de Roupas,2026-02-13,04:27,Não,2953.17,8,Pendente
Isabelly Moreira,1957.4,344,21,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Rezende,Eletrodomésticos,2026-02-24,17:23,Não,3138.36,4,Atrasado
Benjamim Pimenta,4579.46,865,49,Feira de Santana,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Pacheco,Supermercado,2025-05-23,09:20,Não,563.85,1,Pago
Ian Abreu,4937.03,737,48,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Freitas,Farmácia,2025-06-07,08:47,Sim,3275.82,11,Atrasado
Kamilly Vieira,12270.54,589,61,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Cirino,Farmácia,2025-07-29,11:38,Não,3074.74,10,Atrasado
Enzo Gabriel Marques,3500.83,809,26,Porto Alegre,RS,Presencial,Venda física via maquininha no balcão da loja.,Machado Monteiro - ME,Eletrodomésticos,2025-07-25,17:03,Não,2343.28,9,Atrasado
Diego Novaes,21053.12,689,61,Olinda,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Mata,Eletrodomésticos,2025-09-29,14:34,Não,1944.62,12,Pago
Bryan Porto,18958.23,516,30,Porto Alegre,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Carvalho - EI,Farmácia,2025-11-19,12:50,Não,488.47,10,Pago
Marina Nunes,18560.31,724,26,Campinas,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Santos,Livraria,2025-09-03,22:09,Não,1753.91,4,Pendente
Manuela Montenegro,6783.24,625,54,Rio de Janeiro,RJ,Presencial,Venda física via maquininha no balcão da loja.,Freitas,Supermercado,2025-11-24,10:57,Não,3390.39,12,Pendente
Kamilly Duarte,12581.15,991,66,Maringá,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Barbosa S/A,Eletrodomésticos,2025-09-06,19:40,Sim,1949.83,5,Pago
Enzo Abreu,20470.71,805,45,São Paulo,SP,Presencial,Venda física via maquininha no balcão da loja.,Carvalho Sales e Filhos,Restaurante,2025-11-22,11:45,Sim,2975.02,2,Pago
Maria Fernanda Campos,20149.1,766,65,São José dos Campos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Brito,Farmácia,2025-10-23,11:32,Não,3315.53,2,Atrasado
Pedro Jesus,13336.17,890,73,Belo Horizonte,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Dias S/A,Restaurante,2025-06-05,15:43,Não,3164.79,7,Pendente
Enzo da Paz,24164.14,616,73,Curitiba,PR,Presencial,Venda física via maquininha no balcão da loja.,da Mota,Eletrodomésticos,2026-01-09,11:25,Não,457.74,3,Pendente
Pedro Vargas,19422.36,952,28,Belo Horizonte,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Rocha,Livraria,2025-10-08,05:18,Não,1720.24,12,Pendente
Benjamin Duarte,3816.32,926,73,Maringá,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Câmara Câmara S.A.,Livraria,2026-01-06,00:05,Não,2507.44,9,Pago
Bianca da Conceição,16977.16,905,58,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Ramos,Loja de Roupas,2025-06-01,17:03,Sim,1706.31,10,Pago
Danilo da Cruz,15003.75,725,58,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Fogaça,Loja de Roupas,2025-10-04,01:05,Sim,680.46,12,Pago
Bryan Nogueira,19329.89,873,40,Blumenau,SC,Presencial,Venda física via maquininha no balcão da loja.,Monteiro,Restaurante,2025-12-11,09:10,Não,2248.66,9,Pendente
Maria Fernanda Alves,15634.65,308,72,Petrópolis,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Ferreira,Eletrodomésticos,2025-08-14,16:27,Não,564.38,9,Pago
Laís Siqueira,20480.01,710,41,Ouro Preto,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Nascimento,Eletrodomésticos,2025-05-13,18:35,Não,1819.51,2,Pendente
Bianca Oliveira,10212.29,578,52,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,da Mata,Restaurante,2026-02-14,09:20,Sim,394.26,4,Pago
Maria Alice Fernandes,7101.85,722,58,Búzios,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Souza e Filhos,Loja de Roupas,2025-12-05,14:52,Não,3295.06,9,Atrasado
Benjamim Nunes,3323.42,775,78,Ouro Preto,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Barbosa,Farmácia,2025-05-31,17:03,Sim,1100.49,5,Pago
Marcela Sá,13876.01,755,59,São Paulo,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Aragão Ltda.,Farmácia,2026-02-02,23:39,Não,1519.75,4,Atrasado
Maria Júlia Montenegro,14934.88,720,33,Belo Horizonte,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Rodrigues S.A.,Supermercado,2025-12-18,16:58,Não,1150.99,12,Pago
Lucca Freitas,16979.4,816,65,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,da Costa,Eletrodomésticos,2025-09-07,21:02,Sim,3249.88,3,Pago
Marina Monteiro,14910.04,374,34,São José dos Campos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Duarte,Loja de Roupas,2025-04-29,20:48,Não,2501.16,12,Pendente
Bianca Gomes,2358.13,430,46,Recife,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,das Neves,Farmácia,2025-11-24,12:14,Não,196.6,8,Pendente
Renan Nascimento,13028.21,379,62,Londrina,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Azevedo,Supermercado,2026-01-31,02:31,Sim,1994.67,11,Pendente
Benjamin Mendes,1712.75,969,58,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Costa,Restaurante,2025-04-30,05:46,Não,763.91,7,Atrasado
Davi da Paz,19825.41,387,49,Búzios,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Pacheco,Eletrodomésticos,2026-02-20,13:41,Não,2243.9,4,Pago
Lucas Gabriel Oliveira,22419.59,936,56,Porto Alegre,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Ferreira Mendonça Ltda.,Loja de Roupas,2025-05-14,02:29,Não,878.02,8,Atrasado
Ana Moraes,1723.95,327,48,Caruaru,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Borges Rocha S.A.,Supermercado,2025-09-22,12:45,Não,388.89,1,Pendente
Anthony Moura,23873.55,901,68,Olinda,PE,Presencial,Venda física via maquininha no balcão da loja.,Vasconcelos Ramos e Filhos,Supermercado,2025-10-24,09:21,Não,2192.81,11,Pendente
Enzo Novais,2686.71,603,27,Maringá,PR,Presencial,Venda física via maquininha no balcão da loja.,Rocha e Filhos,Supermercado,2025-08-04,17:46,Não,1199.46,6,Pago
Stella das Neves,15094.39,433,25,Porto Alegre,RS,Online,Compra realizada via site ou aplicativo próprio da marca.,Carvalho - EI,Eletrodomésticos,2025-12-05,10:20,Não,1105.35,12,Atrasado
João Gabriel Albuquerque,18595.05,421,75,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Carvalho - ME,Loja de Roupas,2025-12-19,17:20,Não,669.52,5,Pendente
Diego Souza,14114.57,351,21,Uberlândia,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Duarte Mendonça S/A,Restaurante,2025-09-30,01:24,Não,29.35,1,Atrasado
Cecilia Ribeiro,18148.29,389,25,Blumenau,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Nascimento,Farmácia,2025-09-17,00:00,Não,1842.46,5,Pendente
Vicente Costa,14005.78,727,71,Petrópolis,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Cavalcante Fernandes e Filhos,Loja de Roupas,2025-10-05,17:45,Sim,2547.11,4,Atrasado
Breno Porto,9773.76,361,23,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Siqueira - ME,Farmácia,2026-03-16,15:39,Não,2193.25,7,Pendente
Diogo da Mata,24090.29,847,75,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Ramos,Loja de Roupas,2026-03-13,07:37,Não,1007.36,10,Pendente
Rafael Abreu,14001.55,764,62,São José dos Campos,SP,Presencial,Venda física via maquininha no balcão da loja.,Fernandes,Restaurante,2025-11-14,17:31,Não,2308.27,8,Pendente
Maitê Brito,13301.85,720,21,Recife,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Cunha Ltda.,Livraria,2025-04-26,05:02,Sim,898.83,3,Pago
Mirella Costa,10921.29,665,51,Florianópolis,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Brito - ME,Eletrodomésticos,2026-01-24,18:06,Sim,2269.21,2,Pendente
Bianca da Rocha,22878.93,860,74,Maringá,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Barros,Livraria,2025-07-03,14:05,Não,2973.64,4,Atrasado
Josué Costa,3173.51,997,56,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Vieira,Farmácia,2025-12-22,11:56,Não,1219.4,3,Pago
Gabriela Silveira,18479.19,814,59,Blumenau,SC,Online,Compra realizada via site ou aplicativo próprio da marca.,Gonçalves - ME,Restaurante,2025-09-18,06:21,Não,2052.85,4,Atrasado
Ester Novaes,6529.86,752,24,Brasília,DF,Online,Compra realizada via site ou aplicativo próprio da marca.,Melo Ltda.,Restaurante,2026-02-25,11:29,Não,2221.38,11,Atrasado
Dante das Neves,16393.54,434,62,Porto Seguro,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Pastor,Restaurante,2025-06-23,22:57,Não,3360.79,1,Pago
Otto Moreira,20543.44,421,32,Curitiba,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Azevedo e Filhos,Eletrodomésticos,2026-03-15,18:19,Sim,560.13,9,Atrasado
Júlia Pastor,24890.95,699,40,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Brito,Eletrodomésticos,2026-01-14,17:56,Não,3367.46,10,Pendente
Marcela Cassiano,16364.51,307,19,Belo Horizonte,MG,Presencial,Venda física via maquininha no balcão da loja.,Machado,Farmácia,2026-03-18,12:47,Não,2976.09,7,Atrasado
João Vitor das Neves,12575.05,860,69,Santos,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Cunha,Eletrodomésticos,2025-07-03,23:08,Não,3034.11,12,Pendente
Luan Ribeiro,7714.8,661,66,Feira de Santana,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Siqueira,Supermercado,2025-10-09,15:12,Não,3258.22,5,Pago
Bento Dias,18420.93,816,32,Santos,SP,Online,Compra realizada via site ou aplicativo próprio da marca.,Monteiro Ltda.,Supermercado,2025-12-25,02:44,Não,298.41,5,Pendente
Maria Alice Siqueira,22916.2,800,42,Caruaru,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Pires,Eletrodomésticos,2025-09-18,14:24,Não,500.89,5,Pago
Henrique Silva,9885.66,612,28,Londrina,PR,Presencial,Venda física via maquininha no balcão da loja.,Câmara,Restaurante,2025-12-06,12:42,Sim,3156.02,11,Atrasado
Maitê Peixoto,17632.97,564,55,Curitiba,PR,Online,Compra realizada via site ou aplicativo próprio da marca.,Marques Pacheco Ltda.,Eletrodomésticos,2025-11-14,06:54,Não,2134.26,5,Pendente
João Felipe Fogaça,12636.07,429,71,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Fernandes,Loja de Roupas,2025-08-17,12:32,Sim,2329.69,10,Atrasado
Isis Porto,16330.62,800,65,Florianópolis,SC,Presencial,Venda física via maquininha no balcão da loja.,Carvalho,Livraria,2025-10-13,09:15,Não,1649.2,9,Pago
Vinicius Nunes,20288.09,793,57,Olinda,PE,Presencial,Venda física via maquininha no balcão da loja.,Oliveira Ltda.,Livraria,2025-10-05,14:50,Sim,428.78,5,Atrasado
Thiago Novais,17645.85,711,59,Caxias do Sul,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Costa Costa Ltda.,Livraria,2026-03-02,23:24,Não,1772.36,4,Atrasado
Levi Sampaio,16758.47,357,38,Recife,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Moura,Loja de Roupas,2025-09-11,20:05,Não,474.84,11,Atrasado
Rael da Cruz,2094.55,969,32,Uberlândia,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Cunha S/A,Loja de Roupas,2025-10-13,10:55,Não,3098.57,10,Pago
Helena Peixoto,20620.69,996,28,Joinville,SC,Presencial,Venda física via maquininha no balcão da loja.,Brito,Restaurante,2025-12-09,14:56,Não,2094.49,10,Pago
Emanuelly Melo,18194.04,456,27,Campinas,SP,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,da Conceição Ltda.,Livraria,2025-07-04,12:31,Não,351.5,7,Pago
Camila Sá,13637.07,933,42,Brasília,DF,Presencial,Venda física via maquininha no balcão da loja.,Camargo,Supermercado,2025-05-02,12:43,Não,3156.0,8,Pago
Juan Fernandes,7570.01,394,64,Niterói,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Jesus,Supermercado,2026-03-21,13:14,Sim,1099.03,5,Atrasado
Bento Cassiano,14465.62,441,48,Brasília,DF,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Casa Grande S.A.,Restaurante,2025-07-19,12:29,Sim,2994.18,7,Pendente
Enzo Gabriel Brito,12500.21,778,57,Londrina,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Peixoto,Loja de Roupas,2025-10-18,20:33,Sim,107.33,8,Atrasado
Nina Machado,11351.8,543,41,Caxias do Sul,RS,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Moura,Farmácia,2025-12-05,03:24,Não,974.8,11,Atrasado
Théo Sampaio,7411.85,700,59,Uberlândia,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,Rios Ramos S.A.,Restaurante,2025-09-16,06:34,Não,691.18,10,Atrasado
Anna Liz da Costa,22518.84,394,31,Florianópolis,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Alves Alves - ME,Loja de Roupas,2025-09-13,09:40,Sim,270.94,1,Atrasado
Brayan Mendes,4185.85,953,36,Salvador,BA,Presencial,Venda física via maquininha no balcão da loja.,da Paz,Livraria,2026-01-31,08:52,Sim,1462.86,2,Atrasado
Aylla da Rosa,4396.38,505,21,Salvador,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Cavalcanti e Filhos,Eletrodomésticos,2025-04-27,13:56,Sim,2753.26,4,Pago
Ester da Cruz,6166.12,644,67,Feira de Santana,BA,Online,Compra realizada via site ou aplicativo próprio da marca.,Rios - ME,Restaurante,2025-10-20,19:34,Não,2526.55,2,Pago
Beatriz Sales,23766.43,663,59,Londrina,PR,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,das Neves,Restaurante,2025-11-17,04:27,Não,2061.37,3,Atrasado
Raul Sales,15942.02,812,56,Florianópolis,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Peixoto,Restaurante,2026-03-24,22:16,Não,1150.64,1,Pendente
Isabella Cardoso,8662.74,913,66,Rio de Janeiro,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Mendonça,Restaurante,2025-11-13,11:06,Não,2760.57,1,Atrasado
Thales da Conceição,4631.42,612,71,Gramado,RS,Presencial,Venda física via maquininha no balcão da loja.,Gomes Sales Ltda.,Supermercado,2025-12-28,09:36,Sim,1013.04,7,Pago
Antonella Ferreira,3758.05,666,78,Ouro Preto,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Borges,Farmácia,2025-04-21,11:49,Não,57.81,1,Atrasado
Miguel Pinto,21729.36,593,63,Petrópolis,RJ,Presencial,Venda física via maquininha no balcão da loja.,Dias S.A.,Eletrodomésticos,2025-12-09,16:53,Não,1064.42,3,Atrasado
Maya Moraes,4618.5,861,31,Olinda,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Pacheco Cunha Ltda.,Livraria,2025-06-13,06:02,Não,1690.13,12,Atrasado
Kevin Rodrigues,13616.4,875,56,Niterói,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Melo,Eletrodomésticos,2025-12-03,08:41,Não,912.16,2,Atrasado
Rael Alves,11828.61,700,45,Florianópolis,SC,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Fernandes S/A,Loja de Roupas,2025-06-23,06:01,Não,2154.61,5,Atrasado
João Vitor Peixoto,13505.7,479,26,Caruaru,PE,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Cardoso,Supermercado,2025-06-12,02:15,Não,3285.32,5,Atrasado
Emanuella Cavalcante,16524.12,722,63,Recife,PE,Presencial,Venda física via maquininha no balcão da loja.,Souza S/A,Farmácia,2025-11-28,15:48,Não,257.17,11,Pago
Benício Alves,19705.92,623,41,Olinda,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Teixeira,Restaurante,2025-06-20,10:44,Não,1408.48,12,Pendente
Alícia Novaes,6307.37,496,63,Búzios,RJ,Online,Compra realizada via site ou aplicativo próprio da marca.,Nogueira - ME,Eletrodomésticos,2025-07-22,22:20,Não,1242.18,12,Pendente
Maria Eduarda Nunes,17275.02,874,57,Búzios,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Campos,Supermercado,2026-03-11,22:10,Não,1439.1,4,Atrasado
Manuela Montenegro,14881.21,640,41,Búzios,RJ,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Moreira e Filhos,Loja de Roupas,2025-12-17,19:42,Não,3386.73,8,Pago
Gael Camargo,9277.28,782,74,Uberlândia,MG,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,Melo S/A,Restaurante,2025-07-21,04:36,Não,2516.55,4,Pago
Maria Vitória da Luz,23997.33,453,42,Salvador,BA,Link de Pagamento,URL gerada pelo vendedor e enviada por chat/rede social.,das Neves,Loja de Roupas,2026-01-08,12:50,Não,576.37,1,Pago
Ana Júlia Almeida,12063.19,664,55,Uberlândia,MG,Online,Compra realizada via site ou aplicativo próprio da marca.,da Mota S.A.,Farmácia,2025-08-06,03:13,Não,1842.09,8,Pago
Gael Santos,16619.23,699,32,Recife,PE,Online,Compra realizada via site ou aplicativo próprio da marca.,Câmara,Supermercado,2025-08-28,02:24,Não,276.86,12,Pago
